"{""_id"":{""$oid"":""5e6d9ecf8cd9f4f03b49f869""}","original_text:""@ShannonKrulish https://t.co/2HjZir2OoH\nThanks Shannon\nFollowing you too😀\n\nMy ebook is a #cleanread so all ages and genders can enjoy it. My youngest readers to 80year olds ❤Love my Dragons and fast paced story. #acfw #FaithOverFear #love #Romance #adventure #epicfantasy""","label:""excitement""","process_text:""Thanks Shannon Following you too My ebook is a cleanread so all ages and genders can enjoy it My youngest readers to 80year olds Love my Dragons and fast paced story acfw FaithOverFear love Romance adventure epicfantasy""}",,,,,
"{""_id"":{""$oid"":""5e6d9ee38cd9f4f03b49f86a""}","original_text:""Just A Little Faith And Courage To Make This Dream Come True. Hardest Part Is Saying Yes. Join Us For An Adventure Of A Lifetime. Book online at https://t.co/3FcVehj2dp\n#skydiveing #bucketlist #fear #adventure #epic #freefall #parachuting #FirstTimer https://t.co/Ndi87kud33""","label:""excitement""","process_text:""Just A Little Faith And Courage To Make This Dream Come True Hardest Part Is Saying Yes Join Us For An Adventure Of A Lifetime Book online at skydiveing bucketlist fear adventure epic freefall parachuting FirstTimer""}",,,,,
"{""_id"":{""$oid"":""5e6d9ef78cd9f4f03b49f86b""}","original_text:""Song Of The Second Son / Terror in a monastery …By Sandra Yearman\nhttps://t.co/BRtUBzcpy6 via @amazon  #fantasy #series #goodreads #adventure #mustread #fantasylover #books #BookBoost #ASMSG #IARTG #amreading https://t.co/bz8EfQK8h6""","label:""excitement""","process_text:""Song Of The Second Son Terror in a monastery By Sandra Yearman via fantasy series goodreads adventure mustread fantasylover books BookBoost ASMSG IARTG amreading""}",,,,,
"{""_id"":{""$oid"":""5e6d9f0c8cd9f4f03b49f86c""}","original_text:""https://t.co/DlhuBGH8Ad\nThis is my favourite song frm the album. @thisisysr sir’s voice has added an extra magic to it! And it is just a blessing to be able to act for sir’s music in my 2nd movie itself! #blessed #excited \nThank you YSR for the amazing album! #PlanPanniPannanum https://t.co/UJFCZnZk8L""","label:""excitement""","process_text:""This is my favourite song frm the album sir is voice has added an extra magic to it And it is just a blessing to be able to act for sir is music in my 2nd movie itself blessed excited Thank you YSR for the amazing album PlanPanniPannanum""}",,,,,
"{""_id"":{""$oid"":""5e6d9f1f8cd9f4f03b49f86d""}","original_text:""Jack's running from his painful past.\nAn accident on the road to Judelen brings a princess into his life.\nCan he risk saving her from a deadly plot.\nKnowing it will put his life in danger?\n#journeywithjack #amwritingfantasy\n#truelove #adventure #magic #Amazon #goodreads https://t.co/9QYYryPO3O""","label:""excitement""","process_text:""Jack s running from his painful past An accident on the road to Judelen brings a princess into his life Can he risk saving her from a deadly plot Knowing it will put his life in danger journeywithjack amwritingfantasy truelove adventure magic Amazon goodreads""}",,,,,
"{""_id"":{""$oid"":""5e6d9f378cd9f4f03b49f86e""}","original_text:""I am so #excited to announce that I will be #producing the new #docuseries for my #sisterwife @CoronaNumbers"," it’s about to be #explosive 🔥🔥 #strongwomen support each other #legend 👠❤️ https://t.co/9Ulm3jGf29""","label:""excitement""","process_text:""I am so excited to announce that I will be producing the new docuseries for my sisterwife it is about to be explosive strongwomen support each other legend""}",,,,
"{""_id"":{""$oid"":""5e6d9f4a8cd9f4f03b49f86f""}","original_text:""\""We'll do XP the the end of the session\""\n🧙🏻‍♂️⚔️🐉\n#dnd  #rpg  #dndmemes  #charactersheet  #adventure  #follow  #barbarian https://t.co/jHAfArAwyz""","label:""excitement""","process_text:""We ll do XP the the end of the session dnd rpg dndmemes charactersheet adventure follow barbarian""}",,,,,
"{""_id"":{""$oid"":""5e6d9f628cd9f4f03b49f870""}","original_text:""Since they cancel our flight back Home might as well travel around Europe 🇪🇸 🇩🇪 🇳🇱 .\n.\n.\n.\n.\n\n#travel #travelphotography #photography #nature #travelgram #love #photooftheday #instagood  #instatravel #adventure�?https://t.co/3stluxC8YV""","label:""excitement""","process_text:""Since they cancel our flight back Home might as well travel around Europe travel travelphotography photography nature travelgram love photooftheday instagood instatravel adventure""}",,,,,
"{""_id"":{""$oid"":""5e6d9f798cd9f4f03b49f871""}","original_text:""Everyone be excited with me! Tri To Win's sample has been made! Must be my lucky day 😁\n\n#tritowin #triathlon #cardgame #boardgame #boardgamegeek #FridayThe13th #FridayMotivation\n#preorder #manufacturing #sample #excited #FunFriday #Wow #cardgames #bgg\n\nhttps://t.co/IH4CGur2CO https://t.co/CQc9UMHkbQ""","label:""excitement""","process_text:""Everyone be excited with me Tri To Win s sample has been made Must be my lucky day tritowin triathlon cardgame boardgame boardgamegeek FridayThe13th FridayMotivation preorder manufacturing sample excited FunFriday Wow cardgames bgg""}",,,,,
"{""_id"":{""$oid"":""5e6d9f9f8cd9f4f03b49f873""}","original_text:""Springtime in #keywest on https://t.co/A3uHClVx5e Join us for an #eco #adventure    305-304-7999 ⁦@RealSaltLife�?@thefloridakeys�?⁦@FloridaTop10�?⁦@VISITFLORIDA�?⁦@DangerCharters�?https://t.co/G16hTVhB7c""","label:""excitement""","process_text:""Springtime in keywest on Join us for an eco adventure 305 304 799""}",,,,,
"{""_id"":{""$oid"":""5e6d9fb28cd9f4f03b49f874""}","original_text:""@animalcrossing @NintendoAmerica @animalcrossing Any way we can push forward the clocks a bit and escape to a world all our own together in these dreadful times", say," a week early? I think #animalcrossing is the perfect antidote and companion to staying at home! #excited #PleaseHelp #Nintendo""","label:""excitement""","process_text:""Any way we can push forward the clocks a bit and escape to a world all our own together in these dreadful times say a week early I think animalcrossing is the perfect antidote and companion to staying at home excited PleaseHelp Nintendo""}",,,
"{""_id"":{""$oid"":""5e6d9fc48cd9f4f03b49f875""}","original_text:""I passed my Final Exam for School!!!!I’m a Graduate now!! 📚 👩‍🎓🎉🎉�?#InsituteIntegrativeNutrition #nomorehomework #celebration #educationrocks #lovelearning #pornstarsarentdumb #blondandbrilliant #accomplished #success #ambition #goals""","label:""excitement""","process_text:""I passed my Final Exam for School I am a Graduate now InsituteIntegrativeNutrition nomorehomework celebration educationrocks lovelearning pornstarsarentdumb blondandbrilliant accomplished success ambition goals""}",,,,,
"{""_id"":{""$oid"":""5e6d9fda8cd9f4f03b49f876""}","original_text:""‘Wagon Mound to Santa Fe’\nhttps://t.co/YoDEzyuXlc\nFour young people.\nAre they capable of dealing with the daunting task which lies ahead?\nOf locating and rescuing Sarah.\nWhy not ride along &amp; discover�?\n#AlexSawicki #NewMexico #western #adventure https://t.co/ItvZiR1Mii""","label:""excitement""","process_text:""Wagon Mound to Santa Fe Four young people Are they capable of dealing with the daunting task which lies ahead Of locating and rescuing Sarah Why not ride along amp discover AlexSawicki NewMexico western adventure""}",,,,,
"{""_id"":{""$oid"":""5e6d9fec8cd9f4f03b49f877""}","original_text:""You're going to be spending a lot of time #reading in the next couple of weeks"," so here's a #FREE ebook download of my #essay collection When The Shoe Fits thru March 18. #chicklit #reinvention #love #adventure #resilience #inspiration #women  https://t.co/KmamPFOAAk https://t.co/LjHgLhOmha""","label:""excitement""","process_text:""You re going to be spending a lot of time reading in the next couple of weeks so here s a FREE ebook download of my essay collection When The Shoe Fits thru March 18 chicklit reinvention love adventure resilience inspiration women""}",,,,
"{""_id"":{""$oid"":""5e6d9fff8cd9f4f03b49f878""}","original_text:""#SherlockHolmes was one of my favorite #shortstory #mystery #thriller  #adventure collection I've read in a long time. This #book includes a collection of twelve of his cases. Next"," I think I will #read the other best short #story #writer of all time. Can anyone guess who it is? https://t.co/7c4zyOyFSu""","label:""excitement""","process_text:""SherlockHolmes was one of my favorite shortstory mystery thriller adventure collection I ve read in a long time This book includes a collection of twelve of his cases Next I think I will read the other best short story writer of all time Can anyone guess who it is""}",,,,
"{""_id"":{""$oid"":""5e6da0168cd9f4f03b49f879""}","original_text:""Winter Moon: the 3rd book in the series 'The Chronicles of the White Tower'\n \nby @MarkPAuthor \nget it now  https://t.co/IUNdAPdjCI\nhttps://t.co/g3Qw9tfD70\n#RT \n#iartg \n#asmsg \n#bookboost\n#reading \n#Adventure""","label:""excitement""","process_text:""Winter Moon the 3rd book in the series The Chronicles of the White Tower by get it now RT iartg asmsg bookboost reading Adventure""}",,,,,
"{""_id"":{""$oid"":""5e6da02e8cd9f4f03b49f87a""}","original_text:""What is the Definition of Customer Engagement?\n\n#Business #Success #BusinessOwner #OnlineBusiness #ThinkBig #Startup #Businessman #SmallBusiness #InternetBusiness #Entrepreneur #Entrepreneurship #WontStop #Mindset #Hustle #Freedom #Coaching #Ambition\n\nhttps://t.co/VLXsVccdV6""","label:""excitement""","process_text:""What is the Definition of Customer Engagement Business Success BusinessOwner OnlineBusiness ThinkBig Startup Businessman SmallBusiness InternetBusiness Entrepreneur Entrepreneurship WontStop Mindset Hustle Freedom Coaching Ambition""}",,,,,
"{""_id"":{""$oid"":""5e6da0418cd9f4f03b49f87b""}","original_text:""Mixed ",mastered ,"censored and ready to fly ..are you ready for it this evening ??? #1sttrailer #excitement #love#unconditional support #artunites""","label:""excitement""","process_text:""Mixed mastered censored and ready to fly are you ready for it this evening 1sttrailer excitement love unconditional support artunites""}",,,
"{""_id"":{""$oid"":""5e6da0588cd9f4f03b49f87c""}","original_text:""This week’s ALL NEW #adventure takes @wildcorwin to #Hawaii’s Big Island where he explores one of the most active volcanoes in the world: Kīlauea. #OceanTreks 🌋🌋 https://t.co/x1n3xowt0z""","label:""excitement""","process_text:""This week is ALL NEW adventure takes to Hawaii is Big Island where he explores one of the most active volcanoes in the world K lauea OceanTreks""}",,,,,
"{""_id"":{""$oid"":""5e6da06c8cd9f4f03b49f87d""}","original_text:""#TalaTheGiraffe ... up close and personal!\n\n#adventure #safari #giraffe #wildlifesafari #mugiecamp #SafariExperience #WhyILoveKenya #tembeakenya #safari #kenya #MagicalKenya #traveldestination #wanderlust #travelblog #africansafari #visitkenya #safaridestination #KOT #laikipia https://t.co/8f0jPppV1i""","label:""excitement""","process_text:""TalaTheGiraffe up close and personal adventure safari giraffe wildlifesafari mugiecamp SafariExperience WhyILoveKenya tembeakenya safari kenya MagicalKenya traveldestination wanderlust travelblog africansafari visitkenya safaridestination KOT laikipia""}",,,,,
"{""_id"":{""$oid"":""5e6da0808cd9f4f03b49f87e""}","original_text:""\""Shall I put you out of your misery"," before I put you out of your misery?\"" Non-stop dragontastic action in this gripping #YoungAdult #Fantasy #Adventure https://t.co/5ZNqPiazaB #fiction #fantasyreader #fantasylover #books #paperback #bookworm #storytelling #AmazonKindle #SFF #KU https://t.co/JO2lAG82tL""","label:""excitement""","process_text:""Shall I put you out of your misery before I put you out of your misery Non stop dragontastic action in this gripping YoungAdult Fantasy Adventure fiction fantasyreader fantasylover books paperback bookworm storytelling AmazonKindle SFF KU""}",,,,
"{""_id"":{""$oid"":""5e6da0948cd9f4f03b49f87f""}","original_text:""Cannes. Good Morning World! #cannes #france #travel #adventure #wanderlust #vacation #travelgram #explore #holiday #travels #traveler #traveller #traveling #travelling #travelphotography #travelingram #travelblog #travelblogger #traveladdict #exploretocr�?https://t.co/U49RwxG57w https://t.co/dYOOrSlvWN""","label:""excitement""","process_text:""Cannes Good Morning World cannes france travel adventure wanderlust vacation travelgram explore holiday travels traveler traveller traveling travelling travelphotography travelingram travelblog travelblogger traveladdict exploretocr""}",,,,,
"{""_id"":{""$oid"":""5e6da0c08cd9f4f03b49f881""}","original_text:""A Journey Of A Thousand Miles Begins With A Single Step - Lao Tzu\n\n@NoMansSky\n#NoMansSky\n#hellogames \n#journeymilestone\n#findinguniverse\n#scifi\n#adventure\n#journey https://t.co/bbLWkccGTM""","label:""excitement""","process_text:""A Journey Of A Thousand Miles Begins With A Single Step Lao Tzu NoMansSky hellogames journeymilestone findinguniverse scifi adventure journey""}",,,,,
"{""_id"":{""$oid"":""5e6da0d58cd9f4f03b49f882""}","original_text:""\""I loved the idea of #squirrels celebrating a Christmas in Central Park!\"" \nhttps://t.co/SPx712ZCeR #kidlit #ASMSG #picturebook #ChildrensBooks \n#IARTG #booklovers #SCBWI #IAN1 #bookboost #adventure #fantasy #CentralPark \n@MaryLSchmidt #RodentRoadAdventures #Christmas #kidsbooks https://t.co/LCbPudOsaX""","label:""excitement""","process_text:""I loved the idea of squirrels celebrating a Christmas in Central Park kidlit ASMSG picturebook ChildrensBooks IARTG booklovers SCBWI IAN1 bookboost adventure fantasy CentralPark RodentRoadAdventures Christmas kidsbooks""}",,,,,
"{""_id"":{""$oid"":""5e6da0ed8cd9f4f03b49f883""}","original_text:""A #Marine’s Story. L.W.Wedgwood’s MARINE REACTION by  L.W.Wedgwood  @LWWedgwood is a #thriller #adventure that never fails to please as it tackles a soldier’s acute PTSD in an adventure you can’t stop reading. \nhttps://t.co/vEk62Qkume""","label:""excitement""","process_text:""A Marine is Story L W Wedgwood is MARINE REACTION by L W Wedgwood is a thriller adventure that never fails to please as it tackles a soldier is acute PTSD in an adventure you can not stop reading""}",,,,,
"{""_id"":{""$oid"":""5e6da1018cd9f4f03b49f884""}","original_text:""The S1-S4 pupil council members are working hard on their #internationaldayofhappiness preparations.😊🌞 #ambition #kindness #pupilvoice https://t.co/ywKKJADtZk""","label:""excitement""","process_text:""The S1 S4 pupil council members are working hard on their internationaldayofhappiness preparations ambition kindness pupilvoice""}",,,,,
"{""_id"":{""$oid"":""5e6da1258cd9f4f03b49f886""}","original_text:""🖤🖤 Been a little quiet over the last two days"," watch this space tho.... theres something mega exciting coming your way 🖤🖤\n#exciting #mega #sexy #naughtycontent #pantyseller #fetish https://t.co/8fpaMkL619""","label:""excitement""","process_text:""Been a little quiet over the last two days watch this space tho theres something mega exciting coming your way exciting mega sexy naughtycontent pantyseller fetish""}",,,,
"{""_id"":{""$oid"":""5e6da14f8cd9f4f03b49f888""}","original_text:""Super excited to read @brittanitaylor new book series! cant wait"," it looks spooky and the storyline sounds so intense! 😍 Love a good mystery #saintsville #book #mystery #thriller #excited #booklover https://t.co/OIevLWYPON""","label:""excitement""","process_text:""Super excited to read new book series cant wait it looks spooky and the storyline sounds so intense Love a good mystery saintsville book mystery thriller excited booklover""}",,,,
"{""_id"":{""$oid"":""5e6da1688cd9f4f03b49f889""}","original_text:""�?P.I. Buck McDivit deals with the theft of a priceless 1000-yr-old relic. #paranormal #mystery #adventure #UrbanFantasy #thriller #series #books #ebooks #KU #KindleUnlimited #mustread #EricWilder https://t.co/XNKE9gblv6""","label:""excitement""","process_text:""P I Buck McDivit deals with the theft of a priceless 100 yr old relic paranormal mystery adventure UrbanFantasy thriller series books ebooks KU KindleUnlimited mustread EricWilder""}",,,,,
"{""_id"":{""$oid"":""5e6da17f8cd9f4f03b49f88a""}","original_text:""'She was striking and classy. And", Patrick suspected," bringing trouble his way' https://t.co/0c9A4jNKGa  #Adventure #Mystery #Thriller #Cannes #LinAnderson #IARTG #KU https://t.co/dZmY5b4YJr""","label:""excitement""","process_text:""She was striking and classy And Patrick suspected bringing trouble his way Adventure Mystery Thriller Cannes LinAnderson IARTG KU""}",,,
"{""_id"":{""$oid"":""5e6da1968cd9f4f03b49f88b""}","original_text:""Quarantined? Check out the new mobile game Winter War free at https://t.co/ne7ESnweMR\n #videojuegos #videogaming #视频游戏 #comics #juex #action #gamedev  #adventure #indiedev #unity3d  #coronapocalypse #StayAtHome #coronavirus #COVID�?9 #QuarantineAndChill https://t.co/gCgLoNeJn0""","label:""excitement""","process_text:""Quarantined Check out the new mobile game Winter War free at videojuegos videogaming comics juex action gamedev adventure indiedev unity3d coronapocalypse StayAtHome coronavirus COVID19 QuarantineAndChill""}",,,,,
"{""_id"":{""$oid"":""5e6da1ab8cd9f4f03b49f88c""}","original_text:""Early morning on the Rocky Mountains and Snake River in Idaho\n\n#adventure #outdoor #nature #landscapes #photo #america https://t.co/f3A65zoNMF""","label:""excitement""","process_text:""Early morning on the Rocky Mountains and Snake River in Idaho adventure outdoor nature landscapes photo america""}",,,,,
"{""_id"":{""$oid"":""5e6da1c08cd9f4f03b49f88d""}","original_text:""Title: \""Nature of Gahreesen\""\nHighest settings @ 4K\n\n#Uru #UruLive #Myst #MystOnline #Adventure #CyanWorlds #Ubisoft #VirtualPhotography #Gametography #VirtualGamePhotography #VGPUnite #gamersunite \n\nTap/click to enlarge ⤵️ https://t.co/J9l4QGsF9c""","label:""excitement""","process_text:""Title Nature of Gahreesen Highest settings 4K Uru UruLive Myst MystOnline Adventure CyanWorlds Ubisoft VirtualPhotography Gametography VirtualGamePhotography VGPUnite gamersunite Tap click to enlarge""}",,,,,
"{""_id"":{""$oid"":""5e6da1d38cd9f4f03b49f88e""}","original_text:""🧙‍♂️PLEASE CHECK &amp; RETWEET🧙‍♂️\n#promotecomics #corwdfunding \n#indie #fantasy #adventure #comics\n\nJohnny Segura 3rd's PIPE DREAMS\nhttps://t.co/WUn3Cdh33q\n\nDOOM FATE\nhttps://t.co/UbB28Fi5D3\n\nGUARDIANS OF ERLOTH\nhttps://t.co/2hwRIbjg08\n\nGOLMA\nhttps://t.co/ac0kdzhcMF\n \n#ComicsForEveryone https://t.co/x985mycgvP""","label:""excitement""","process_text:""PLEASE CHECK amp RETWEET promotecomics corwdfunding indie fantasy adventure comics Johnny Segura 3rd s PIPE DREAMS DOOM FATE GUARDIANS OF ERLOTH GOLMA ComicsForEveryone""}",,,,,
"{""_id"":{""$oid"":""5e6da1ee8cd9f4f03b49f88f""}","original_text:""***FREE***  The just-released sequel to “The Forging of the Ring�?is a series of short stories that will satisfy your swords &amp; sorcery cravings.  Look for “Tales from the Grimacing Goblin�?everywhere ebooks are sold.  https://t.co/jn4B3PW1ba #fantasy #ebook #adventure https://t.co/A9iM39iuv1""","label:""excitement""","process_text:""FREE The just released sequel to The Forging of the Ring is a series of short stories that will satisfy your swords amp sorcery cravings Look for Tales from the Grimacing Goblin everywhere ebooks are sold fantasy ebook adventure""}",,,,,
"{""_id"":{""$oid"":""5e6da2038cd9f4f03b49f890""}","original_text:""Favorite course at TreeHoppers? \n\nGet all the adventure info you might need at https://t.co/KFQBcW6WbK \n\n#adventure #zipline #dadecity https://t.co/TM2gmosCyY""","label:""excitement""","process_text:""Favorite course at TreeHoppers Get all the adventure info you might need at adventure zipline dadecity""}",,,,,
"{""_id"":{""$oid"":""5e6da2158cd9f4f03b49f891""}","original_text:""\""A fairy tale squirrel wedding in a magical forest world as seen \nthrough the eyes of a child.\"" https://t.co/S1nkh4yFws #FairyTale #parenting \n#kidlit #picturebooks #IARTG #adventure #ChildrensBooks #SCBWI #magical \n#fairytale #fantasy #ASMSG #ValentinesDay #squirrels #wildlife https://t.co/ClS0FjqZ05""","label:""excitement""","process_text:""A fairy tale squirrel wedding in a magical forest world as seen through the eyes of a child FairyTale parenting kidlit picturebooks IARTG adventure ChildrensBooks SCBWI magical fairytale fantasy ASMSG ValentinesDay squirrels wildlife""}",,,,,
"{""_id"":{""$oid"":""5e6da22e8cd9f4f03b49f892""}","original_text:""'She was striking and classy. And", Patrick suspected," bringing trouble his way' https://t.co/0c9A4jNKGa  #Adventure #Mystery #Thriller #Cannes #LinAnderson #IARTG #KU https://t.co/CcVWTrrDH9""","label:""excitement""","process_text:""She was striking and classy And Patrick suspected bringing trouble his way Adventure Mystery Thriller Cannes LinAnderson IARTG KU""}",,,
"{""_id"":{""$oid"":""5e6da2498cd9f4f03b49f893""}","original_text:""Magnificent view of Orchha Town and mighty Chaturbhuj temple"," as seen from the Raja mahal in #madhyapradesh state. #travel #travelphotography #adventure #travelblogger #IncredibleIndia #Photoshoot #traveler #MPTourism #History #travelgram #Indian #heritage https://t.co/RpkzweKokk""","label:""excitement""","process_text:""Magnificent view of Orchha Town and mighty Chaturbhuj temple as seen from the Raja mahal in madhyapradesh state travel travelphotography adventure travelblogger IncredibleIndia Photoshoot traveler MPTourism History travelgram Indian heritage""}",,,,
"{""_id"":{""$oid"":""5e6da25e8cd9f4f03b49f894""}","original_text:""Views like this can only be truly appreciated when you get outdoors . . . just sayin�?😉\n.\n.\n.\n(PC: @missjessbess) #tetonsports #getoutdoors #enjoylife #adventure #discover #exploremore #hiking #getoutside #mountains #wilderness #backpacking #outdoorlife #hikerchat #optoutside https://t.co/Zvbgjx18KH""","label:""excitement""","process_text:""Views like this can only be truly appreciated when you get outdoors just sayin PC tetonsports getoutdoors enjoylife adventure discover exploremore hiking getoutside mountains wilderness backpacking outdoorlife hikerchat optoutside""}",,,,,
"{""_id"":{""$oid"":""5e6da2888cd9f4f03b49f896""}","original_text:""Lest we forget #Israel #Jerusalem and our soon brothers and sisters in Yeshua HaMachiach #JESUStheCHRIST from the #believing remnant to the promise of #Jehovah to the Patriarchs #ConeLordJesus #Maranatha #BELIEVE #John316 https://t.co/7MaDWCaWvH""","label:""excitement""","process_text:""Lest we forget Israel Jerusalem and our soon brothers and sisters in Yeshua HaMachiach JESUStheCHRIST from the believing remnant to the promise of Jehovah to the Patriarchs ConeLordJesus Maranatha BELIEVE John316""}",,,,,
"{""_id"":{""$oid"":""5e6da29b8cd9f4f03b49f897""}","original_text:""Attended my first Aerial Straps class tonight! Feeling good"," but my arms are noodles. Hope to be somewhat decent in a few years! #Aerialstraps #adventure https://t.co/7VofqhkYkv""","label:""excitement""","process_text:""Attended my first Aerial Straps class tonight Feeling good but my arms are noodles Hope to be somewhat decent in a few years Aerialstraps adventure""}",,,,
"{""_id"":{""$oid"":""5e6da2b38cd9f4f03b49f898""}","original_text:""😂😂 this piggy was fucking a tree stump.. ??? Who the fuck does that 😂😂\n\nWhat am absolute lowlife piece of shit and still paid for the privilege 🖕\n\n#humiliation #findom #cashmaster #paypig #cashfag #adventure https://t.co/OjSNmGhBY5""","label:""excitement""","process_text:""this piggy was fucking a tree stump Who the fuck does that What am absolute lowlife piece of shit and still paid for the privilege humiliation findom cashmaster paypig cashfag adventure""}",,,,,
"{""_id"":{""$oid"":""5e6da2cd8cd9f4f03b49f899""}","original_text:""Take credit where credit is due\n⚔️🧙🏻‍♂️\n#dungeonsanddragons #gamenight #dndminiatures #charactersheet  #adventure  #follow  #cleric https://t.co/IqP6kxOFCZ""","label:""excitement""","process_text:""Take credit where credit is due dungeonsanddragons gamenight dndminiatures charactersheet adventure follow cleric""}",,,,,
"{""_id"":{""$oid"":""5e6da2e38cd9f4f03b49f89a""}","original_text:""Lot's of events have been Canceled this week .Sporting activities have been canceled too....One cannot feel bored tho so I made a thread of #Mustwatch Movies. (2020 movies and old Movies)\n\n#Adventure \n#Horror\n#Sciencefiction \n#War\n#Disaster and More. https://t.co/H3ZBChfrBf""","label:""excitement""","process_text:""Lot s of events have been Canceled this week Sporting activities have been canceled too One cannot feel bored tho so I made a thread of Mustwatch Movies 2020 movies and old Movies Adventure Horror Sciencefiction War Disaster and More""}",,,,,
"{""_id"":{""$oid"":""5e6da2fa8cd9f4f03b49f89b""}","original_text:""\""A cinematic experience...like a movie in a book!\""\n\nNerds", transgenics, a mad scientist, a monster, chases," romance...and that's just in the first few chapters! Pick up your copy of Catnip right meow!\n\n#YAFantasy #adventure #Romance #Reading #mustread \nhttps://t.co/hUXiNXtjuj https://t.co/ZacIlSduV0""","label:""excitement""","process_text:""A cinematic experience like a movie in a book Nerds transgenics a mad scientist a monster chases romance and that s just in the first few chapters Pick up your copy of Catnip right meow YAFantasy adventure Romance Reading mustread""}"
"{""_id"":{""$oid"":""5e6da3108cd9f4f03b49f89c""}","original_text:""It's #official #excited I have my very own #charmbracelet #talisman Lisa Appleton Collection 'which I collaborated with @BrynCJHammond its on #sale NOW! Protect yourselves 😇❤️Condition is New with tags. Dispatched Royal Mail 1st Class Thank you https://t.co/UW6ClaxXRH https://t.co/rFX8cgmDeJ""","label:""excitement""","process_text:""It s official excited I have my very own charmbracelet talisman Lisa Appleton Collection which I collaborated with its on sale NOW Protect yourselves Condition is New with tags Dispatched Royal Mail 1st Class Thank you""}",,,,,
"{""_id"":{""$oid"":""5e6da3288cd9f4f03b49f89d""}","original_text:""An important update from Deep River Sporting Clays.\n\n#health #wellness #cleanliness #sanitation #proactive #northcarolina #customercare #outdoors #experience #adventure #nature #responsibility #weloveourcustomers #corona #Disinfection https://t.co/RQHlI4ESty""","label:""excitement""","process_text:""An important update from Deep River Sporting Clays health wellness cleanliness sanitation proactive northcarolina customercare outdoors experience adventure nature responsibility weloveourcustomers corona Disinfection""}",,,,,
"{""_id"":{""$oid"":""5e6da33d8cd9f4f03b49f89e""}","original_text:""Join Clark", Rachel," and Ernie for an unforgettable journey down The Gravel Road\n#IARTG #Kindle #KindleUnlimited #fiction #action #romance #adventure #WritingCommunity #novel\n\nhttps://t.co/RCihJPRtMV https://t.co/z5YaeoVOgV""","label:""excitement""","process_text:""Join Clark Rachel and Ernie for an unforgettable journey down The Gravel Road IARTG Kindle KindleUnlimited fiction action romance adventure WritingCommunity novel""}",,,
"{""_id"":{""$oid"":""5e6da3548cd9f4f03b49f89f""}","original_text:""This is how I limit my \""social contact\""\n\n#adventure #camp #hike #outdoors #forest #hammocklife #hammockcamping #hiking #hikingadventures #nature #naturelovers #pa #pennsylvania #gooutsideanddosomething @hemlockmtoutdoors https://t.co/0Pehnc4KXS https://t.co/n0PukZa7iR""","label:""excitement""","process_text:""This is how I limit my social contact adventure camp hike outdoors forest hammocklife hammockcamping hiking hikingadventures nature naturelovers pa pennsylvania gooutsideanddosomething""}",,,,,
"{""_id"":{""$oid"":""5e6da36c8cd9f4f03b49f8a0""}","original_text:""This trip was so much fun! Great food", wine," hiking and one incredible sunrise balloon ride. #Enumclaw for the romantic getaway win! 🥰""","label:""excitement""","process_text:""This trip was so much fun Great food wine hiking and one incredible sunrise balloon ride Enumclaw for the romantic getaway win""}",,,
"{""_id"":{""$oid"":""5e6da3878cd9f4f03b49f8a1""}","original_text:""5 STAR REVIEW\n\""William Worthy was on point with creating something very enlightening and passionate to the readers.\""\nGet it here &gt;&gt;&gt; https://t.co/wZgUrn2bWd \nFree with KindleUnlimited \n#Mystery #Romance #Suspense #Adventure #Supernatural #DeepState #Love #GoodReads #LifeLessons https://t.co/7D4WfHHeDP""","label:""excitement""","process_text:""5 STAR REVIEW William Worthy was on point with creating something very enlightening and passionate to the readers Get it here gt gt gt Free with KindleUnlimited Mystery Romance Suspense Adventure Supernatural DeepState Love GoodReads LifeLessons""}",,,,,
"{""_id"":{""$oid"":""5e6da3a38cd9f4f03b49f8a2""}","original_text:""You really should buy my books! Action-Adventure stories with real people https://t.co/JV7jvVVRHo\n\n#SupportIA #authors #wowbooks #IAN1 #Adventure #IARTG https://t.co/Gwd5Fj691L""","label:""excitement""","process_text:""You really should buy my books Action Adventure stories with real people SupportIA authors wowbooks IAN1 Adventure IARTG""}",,,,,
"{""_id"":{""$oid"":""5e6da3bb8cd9f4f03b49f8a3""}","original_text:""WHITE SPIRIT (A novel based on a true story) \n\n�?#FREE @ #KindleUnlimited\n\nAn epic historical adventure set in 19th Century Australia\n\n#KU #HistoricalNovels #Australia #Adventure #Romance #Aussie #Convicts #Aborigines\n\nhttps://t.co/GZSW0XWRIT""","label:""excitement""","process_text:""WHITE SPIRIT A novel based on a true story FREE KindleUnlimited An epic historical adventure set in 19th Century Australia KU HistoricalNovels Australia Adventure Romance Aussie Convicts Aborigines""}",,,,,
"{""_id"":{""$oid"":""5e6da3d18cd9f4f03b49f8a4""}","original_text:""Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp01HQW �?via @amazon #series #fantasy #goodreads #mustread #BookBoost #Book #amreading #adventure #fantasyreader #IARTG #ASMSG https://t.co/VtVzwtbLxm""","label:""excitement""","process_text:""Brother Kings The Warrior Series Vol 1 by Sandra J Yearman via series fantasy goodreads mustread BookBoost Book amreading adventure fantasyreader IARTG ASMSG""}",,,,,
